CMDLINE python main.py
MEM 11449.679688 1699378045.6393
MEM 11450.605469 1699378045.7399
MEM 11452.105469 1699378045.8405
MEM 11453.792969 1699378045.9408
MEM 11455.203125 1699378046.0414
MEM 11456.292969 1699378046.1420
MEM 11457.796875 1699378046.2426
MEM 11459.425781 1699378046.3429
MEM 11460.906250 1699378046.4435
MEM 11461.667969 1699378046.5439
MEM 11462.042969 1699378046.6450
MEM 11462.417969 1699378046.7466
MEM 11462.855469 1699378046.8477
MEM 11463.230469 1699378046.9488
MEM 11463.816406 1699378047.0493
MEM 11464.558594 1699378047.1509
MEM 11465.019531 1699378047.2518
MEM 11465.730469 1699378047.3523
MEM 11467.355469 1699378047.4529
MEM 11468.757812 1699378047.5539
MEM 11469.703125 1699378047.6550
MEM 11470.226562 1699378047.7565
MEM 11470.785156 1699378047.8576
MEM 11471.410156 1699378047.9582
MEM 11472.535156 1699378048.0588
MEM 11473.324219 1699378048.1593
MEM 11473.816406 1699378048.2604
MEM 11474.250000 1699378048.3612
MEM 11475.292969 1699378048.4618
MEM 11476.570312 1699378048.5625
MEM 11477.667969 1699378048.6631
MEM 11479.136719 1699378048.7637
MEM 11480.308594 1699378048.8642
MEM 11481.042969 1699378048.9648
MEM 11481.480469 1699378049.0653
MEM 11481.863281 1699378049.1664
MEM 11482.292969 1699378049.2675
MEM 11483.656250 1699378049.3676
MEM 11485.332031 1699378049.4682
MEM 11486.792969 1699378049.5693
MEM 11487.230469 1699378049.6704
MEM 11487.699219 1699378049.7715
MEM 11488.707031 1699378049.8720
MEM 11490.253906 1699378049.9727
MEM 11491.910156 1699378050.0732
MEM 11493.199219 1699378050.1739
MEM 11494.332031 1699378050.2744
MEM 11495.519531 1699378050.3750
MEM 11496.984375 1699378050.4758
MEM 11498.664062 1699378050.5760
MEM 11500.148438 1699378050.6766
MEM 11501.062500 1699378050.7772
MEM 11501.667969 1699378050.8777
MEM 11502.230469 1699378050.9793
MEM 11502.605469 1699378051.0804
MEM 11503.210938 1699378051.1809
MEM 11503.746094 1699378051.2820
MEM 11504.738281 1699378051.3827
MEM 11506.382812 1699378051.4833
MEM 11507.792969 1699378051.5838
MEM 11508.722656 1699378051.6844
MEM 11509.683594 1699378051.7850
MEM 11510.835938 1699378051.8856
MEM 11512.019531 1699378051.9872
MEM 11512.730469 1699378052.0877
MEM 11513.316406 1699378052.1893
MEM 11514.042969 1699378052.2901
MEM 11514.625000 1699378052.3909
MEM 11516.179688 1699378052.4912
MEM 11517.886719 1699378052.5917
MEM 11519.285156 1699378052.6923
MEM 11520.378906 1699378052.7934
MEM 11521.074219 1699378052.8945
MEM 11521.609375 1699378052.9956
MEM 11521.980469 1699378053.0967
MEM 11522.941406 1699378053.1978
MEM 11523.394531 1699378053.2988
MEM 11524.554688 1699378053.3992
MEM 11526.015625 1699378053.4999
MEM 11527.230469 1699378053.6005
MEM 11528.492188 1699378053.7010
MEM 11529.292969 1699378053.8016
MEM 11530.121094 1699378053.9022
MEM 11531.355469 1699378054.0033
MEM 11532.066406 1699378054.1044
MEM 11532.710938 1699378054.2055
MEM 11533.152344 1699378054.3065
MEM 11533.792969 1699378054.4071
MEM 11534.421875 1699378054.5078
MEM 11536.031250 1699378054.6084
MEM 11537.570312 1699378054.7090
MEM 11538.531250 1699378054.8095
MEM 11539.167969 1699378054.9107
MEM 11539.476562 1699378055.0117
MEM 11539.929688 1699378055.1123
MEM 11541.312500 1699378055.2129
MEM 11542.582031 1699378055.3135
MEM 11543.414062 1699378055.4142
MEM 11545.417969 1699378055.5147
MEM 11546.636719 1699378055.6152
MEM 11548.097656 1699378055.7158
MEM 11549.542969 1699378055.8164
MEM 11550.523438 1699378055.9170
MEM 11551.980469 1699378056.0176
MEM 11552.804688 1699378056.1182
MEM 11554.234375 1699378056.2188
MEM 11555.667969 1699378056.3193
MEM 11556.917969 1699378056.4196
MEM 11557.828125 1699378056.5201
MEM 11558.902344 1699378056.6207
MEM 11560.667969 1699378056.7213
MEM 11562.035156 1699378056.8219
MEM 11563.261719 1699378056.9224
MEM 11564.167969 1699378057.0230
MEM 11565.027344 1699378057.1236
MEM 11565.542969 1699378057.2247
MEM 11565.976562 1699378057.3253
MEM 11566.855469 1699378057.4258
MEM 11567.718750 1699378057.5270
MEM 11568.625000 1699378057.6276
MEM 11569.414062 1699378057.7287
MEM 11570.480469 1699378057.8292
MEM 11571.105469 1699378057.9298
MEM 11571.601562 1699378058.0309
MEM 11572.167969 1699378058.1317
MEM 11572.617188 1699378058.2328
MEM 11573.250000 1699378058.3339
MEM 11573.910156 1699378058.4344
MEM 11575.359375 1699378058.5350
MEM 11576.589844 1699378058.6356
MEM 11578.195312 1699378058.7361
MEM 11579.839844 1699378058.8367
MEM 11581.140625 1699378058.9373
MEM 11582.105469 1699378059.0379
MEM 11583.222656 1699378059.1385
MEM 11584.003906 1699378059.2391
MEM 11584.992188 1699378059.3396
MEM 11586.476562 1699378059.4399
MEM 11587.945312 1699378059.5403
MEM 11589.167969 1699378059.6409
MEM 11590.054688 1699378059.7420
MEM 11590.906250 1699378059.8426
MEM 11591.542969 1699378059.9437
MEM 11592.019531 1699378060.0448
MEM 11592.472656 1699378060.1459
MEM 11593.519531 1699378060.2464
MEM 11594.621094 1699378060.3470
MEM 11595.230469 1699378060.4476
MEM 11596.742188 1699378060.5483
MEM 11598.167969 1699378060.6489
MEM 11598.980469 1699378060.7494
MEM 11600.328125 1699378060.8505
MEM 11601.792969 1699378060.9511
MEM 11602.429688 1699378061.0527
MEM 11602.816406 1699378061.1538
MEM 11603.191406 1699378061.2548
MEM 11603.589844 1699378061.3554
MEM 11604.429688 1699378061.4564
MEM 11606.085938 1699378061.5569
MEM 11607.671875 1699378061.6575
MEM 11609.292969 1699378061.7581
MEM 11610.402344 1699378061.8587
MEM 11610.917969 1699378061.9598
MEM 11611.355469 1699378062.0608
MEM 11611.730469 1699378062.1619
MEM 11612.230469 1699378062.2637
MEM 11612.574219 1699378062.3648
MEM 11613.050781 1699378062.4653
MEM 11614.667969 1699378062.5661
MEM 11616.093750 1699378062.6672
MEM 11617.105469 1699378062.7677
MEM 11618.707031 1699378062.8682
MEM 11620.218750 1699378062.9718
MEM 11621.031250 1699378063.0724
MEM 11622.316406 1699378063.1729
MEM 11623.027344 1699378063.2745
MEM 11623.855469 1699378063.3751
MEM 11624.398438 1699378063.4757
MEM 11626.035156 1699378063.5762
MEM 11627.609375 1699378063.6767
MEM 11628.820312 1699378063.7783
MEM 11629.300781 1699378063.8794
MEM 11629.687500 1699378063.9804
MEM 11630.355469 1699378064.0810
MEM 11631.542969 1699378064.1816
MEM 11631.953125 1699378064.2827
MEM 11632.355469 1699378064.3838
MEM 11632.792969 1699378064.4840
MEM 11634.250000 1699378064.5846
MEM 11635.859375 1699378064.6851
MEM 11637.285156 1699378064.7856
MEM 11638.871094 1699378064.8862
MEM 11640.492188 1699378064.9873
MEM 11641.773438 1699378065.0883
MEM 11642.554688 1699378065.1889
MEM 11643.660156 1699378065.2895
MEM 11645.082031 1699378065.3908
MEM 11646.417969 1699378065.4913
MEM 11648.171875 1699378065.5919
MEM 11648.613281 1699378065.6930
MEM 11649.359375 1699378065.7936
MEM 11650.820312 1699378065.8941
MEM 11651.523438 1699378065.9952
MEM 11651.992188 1699378066.0963
MEM 11652.472656 1699378066.1973
MEM 11653.062500 1699378066.2980
MEM 11653.589844 1699378066.3990
MEM 11654.039062 1699378066.4995
MEM 11655.621094 1699378066.6001
MEM 11656.648438 1699378066.7012
MEM 11657.031250 1699378066.8028
MEM 11657.906250 1699378066.9033
MEM 11659.671875 1699378067.0039
MEM 11660.859375 1699378067.1045
MEM 11661.300781 1699378067.2055
MEM 11661.734375 1699378067.3061
MEM 11662.156250 1699378067.4077
MEM 11662.851562 1699378067.5086
MEM 11664.203125 1699378067.6092
MEM 11665.796875 1699378067.7098
MEM 11667.109375 1699378067.8104
MEM 11667.761719 1699378067.9120
MEM 11668.324219 1699378068.0131
MEM 11668.828125 1699378068.1141
MEM 11669.546875 1699378068.2147
MEM 11670.062500 1699378068.3158
MEM 11670.539062 1699378068.4169
MEM 11671.382812 1699378068.5175
MEM 11673.000000 1699378068.6180
MEM 11674.519531 1699378068.7185
MEM 11675.414062 1699378068.8196
MEM 11676.316406 1699378068.9201
MEM 11677.976562 1699378069.0207
MEM 11678.859375 1699378069.1218
MEM 11679.484375 1699378069.2227
MEM 11679.867188 1699378069.3238
MEM 11680.515625 1699378069.4249
MEM 11682.007812 1699378069.5254
MEM 11683.316406 1699378069.6260
MEM 11684.359375 1699378069.7267
MEM 11684.937500 1699378069.8278
MEM 11685.523438 1699378069.9284
MEM 11686.527344 1699378070.0290
MEM 11687.160156 1699378070.1298
MEM 11688.230469 1699378070.2300
MEM 11689.734375 1699378070.3305
MEM 11691.191406 1699378070.4311
MEM 11692.339844 1699378070.5317
MEM 11693.921875 1699378070.6322
MEM 11695.414062 1699378070.7329
MEM 11696.800781 1699378070.8334
MEM 11697.953125 1699378070.9340
MEM 11699.558594 1699378071.0343
MEM 11701.136719 1699378071.1349
MEM 11702.210938 1699378071.2355
MEM 11703.261719 1699378071.3361
MEM 11704.328125 1699378071.4366
MEM 11705.070312 1699378071.5373
MEM 11706.671875 1699378071.6379
MEM 11708.218750 1699378071.7385
MEM 11709.761719 1699378071.8387
MEM 11711.304688 1699378071.9391
MEM 11712.859375 1699378072.0394
MEM 11714.367188 1699378072.1400
MEM 11715.925781 1699378072.2405
MEM 11717.496094 1699378072.3410
MEM 11719.109375 1699378072.4421
MEM 11720.753906 1699378072.5422
MEM 11722.410156 1699378072.6428
MEM 11723.988281 1699378072.7433
MEM 11725.574219 1699378072.8435
MEM 11727.148438 1699378072.9439
MEM 11728.761719 1699378073.0442
MEM 11730.406250 1699378073.1447
MEM 11732.019531 1699378073.2453
MEM 11733.722656 1699378073.3459
MEM 11735.261719 1699378073.4464
MEM 11736.734375 1699378073.5471
MEM 11738.191406 1699378073.6476
MEM 11739.734375 1699378073.7485
MEM 11741.296875 1699378073.8490
MEM 11742.730469 1699378073.9494
MEM 11744.234375 1699378074.0500
MEM 11745.796875 1699378074.1503
MEM 11747.351562 1699378074.2506
MEM 11748.964844 1699378074.3511
MEM 11750.613281 1699378074.4516
MEM 11752.148438 1699378074.5522
MEM 11753.742188 1699378074.6527
MEM 11755.367188 1699378074.7534
MEM 11757.011719 1699378074.8539
MEM 11758.671875 1699378074.9544
MEM 11760.339844 1699378075.0550
MEM 11761.941406 1699378075.1554
MEM 11763.679688 1699378075.2560
MEM 11765.375000 1699378075.3565
MEM 11767.074219 1699378075.4569
MEM 11768.781250 1699378075.5575
MEM 11770.398438 1699378075.6580
MEM 11772.089844 1699378075.7586
MEM 11773.695312 1699378075.8589
MEM 11775.207031 1699378075.9592
MEM 11776.796875 1699378076.0598
MEM 11778.304688 1699378076.1604
MEM 11779.878906 1699378076.2606
MEM 11781.500000 1699378076.3612
MEM 11783.109375 1699378076.4617
MEM 11784.558594 1699378076.5624
MEM 11786.132812 1699378076.6630
MEM 11787.667969 1699378076.7636
MEM 11789.289062 1699378076.8639
MEM 11790.859375 1699378076.9644
MEM 11792.484375 1699378077.0647
MEM 11793.964844 1699378077.1654
MEM 11795.609375 1699378077.2659
MEM 11797.136719 1699378077.3663
MEM 11798.722656 1699378077.4668
MEM 11800.296875 1699378077.5676
MEM 11801.796875 1699378077.6681
MEM 11803.402344 1699378077.7687
MEM 11805.039062 1699378077.8697
MEM 11806.714844 1699378077.9703
MEM 11808.371094 1699378078.0708
MEM 11810.015625 1699378078.1713
MEM 11811.656250 1699378078.2719
MEM 11813.289062 1699378078.3724
MEM 11814.929688 1699378078.4730
MEM 11816.531250 1699378078.5732
MEM 11818.046875 1699378078.6737
MEM 11819.605469 1699378078.7742
MEM 11821.359375 1699378078.8748
MEM 11822.984375 1699378078.9753
MEM 11824.582031 1699378079.0758
MEM 11826.160156 1699378079.1761
MEM 11827.785156 1699378079.2766
MEM 11829.242188 1699378079.3771
MEM 11830.656250 1699378079.4777
MEM 11832.046875 1699378079.5781
MEM 11833.539062 1699378079.6789
MEM 11835.089844 1699378079.7793
MEM 11836.609375 1699378079.8798
MEM 11838.296875 1699378079.9803
MEM 11839.921875 1699378080.0808
MEM 11841.441406 1699378080.1814
MEM 11843.007812 1699378080.2821
MEM 11844.554688 1699378080.3826
MEM 11846.046875 1699378080.4831
MEM 11847.457031 1699378080.5837
MEM 11849.039062 1699378080.6842
MEM 11850.546875 1699378080.7847
MEM 11852.105469 1699378080.8850
MEM 11853.667969 1699378080.9855
MEM 11855.246094 1699378081.0861
MEM 11856.796875 1699378081.1868
MEM 11858.484375 1699378081.2868
MEM 11860.046875 1699378081.3873
MEM 11861.570312 1699378081.4877
MEM 11863.046875 1699378081.5883
MEM 11864.500000 1699378081.6888
MEM 11866.125000 1699378081.7894
MEM 11867.746094 1699378081.8896
MEM 11869.328125 1699378081.9900
MEM 11871.000000 1699378082.0905
MEM 11872.515625 1699378082.1909
MEM 11874.109375 1699378082.2914
MEM 11875.644531 1699378082.3930
MEM 11877.210938 1699378082.4933
MEM 11878.679688 1699378082.5938
MEM 11880.136719 1699378082.6951
MEM 11881.722656 1699378082.7963
MEM 11883.300781 1699378082.8973
MEM 11884.894531 1699378082.9974
MEM 11886.375000 1699378083.0980
MEM 11887.890625 1699378083.1982
MEM 11889.449219 1699378083.2985
MEM 11890.964844 1699378083.3991
MEM 11892.531250 1699378083.4997
MEM 11894.109375 1699378083.6003
MEM 11895.593750 1699378083.7009
MEM 11897.234375 1699378083.8012
MEM 11898.675781 1699378083.9014
MEM 11900.199219 1699378084.0021
MEM 11901.796875 1699378084.1027
MEM 11903.347656 1699378084.2032
MEM 11904.878906 1699378084.3043
MEM 11906.421875 1699378084.4046
MEM 11907.960938 1699378084.5052
MEM 11909.500000 1699378084.6058
MEM 11910.898438 1699378084.7065
MEM 11912.417969 1699378084.8068
MEM 11913.929688 1699378084.9075
MEM 11915.515625 1699378085.0088
MEM 11917.148438 1699378085.1093
MEM 11918.734375 1699378085.2099
MEM 11920.378906 1699378085.3106
MEM 11921.847656 1699378085.4110
MEM 11923.468750 1699378085.5117
MEM 11925.027344 1699378085.6123
MEM 11926.484375 1699378085.7131
MEM 11927.980469 1699378085.8134
MEM 11929.468750 1699378085.9140
MEM 11931.046875 1699378086.0143
MEM 11932.671875 1699378086.1148
MEM 11934.203125 1699378086.2155
MEM 11935.777344 1699378086.3163
MEM 11937.324219 1699378086.4169
MEM 11938.921875 1699378086.5174
MEM 11940.472656 1699378086.6180
MEM 11941.964844 1699378086.7185
MEM 11943.562500 1699378086.8192
MEM 11945.109375 1699378086.9198
MEM 11946.589844 1699378087.0204
MEM 11947.578125 1699378087.1209
MEM 11948.691406 1699378087.2215
MEM 11950.078125 1699378087.3220
MEM 11951.734375 1699378087.4224
MEM 11953.371094 1699378087.5234
MEM 11954.863281 1699378087.6240
MEM 11956.500000 1699378087.7245
MEM 11958.234375 1699378087.8251
MEM 11959.574219 1699378087.9258
MEM 11960.855469 1699378088.0262
MEM 11962.421875 1699378088.1266
MEM 11964.109375 1699378088.2272
MEM 11965.734375 1699378088.3275
MEM 11967.152344 1699378088.4280
MEM 11968.773438 1699378088.5283
MEM 11970.234375 1699378088.6285
MEM 11971.757812 1699378088.7291
MEM 11973.394531 1699378088.8296
MEM 11974.992188 1699378088.9302
MEM 11976.589844 1699378089.0310
MEM 11978.140625 1699378089.1315
MEM 11979.824219 1699378089.2321
MEM 11981.460938 1699378089.3326
MEM 11982.984375 1699378089.4333
MEM 11984.601562 1699378089.5338
MEM 11986.023438 1699378089.6342
MEM 11987.574219 1699378089.7346
MEM 11989.078125 1699378089.8349
MEM 11990.761719 1699378089.9354
MEM 11992.484375 1699378090.0360
MEM 11994.050781 1699378090.1365
MEM 11995.671875 1699378090.2375
MEM 11997.347656 1699378090.3380
MEM 11998.875000 1699378090.4385
MEM 12000.460938 1699378090.5391
MEM 12002.078125 1699378090.6396
MEM 12003.671875 1699378090.7402
MEM 12005.359375 1699378090.8407
MEM 12006.984375 1699378090.9412
MEM 12008.585938 1699378091.0417
MEM 12010.039062 1699378091.1424
MEM 12011.558594 1699378091.2434
MEM 12013.171875 1699378091.3440
MEM 12014.667969 1699378091.4445
MEM 12016.226562 1699378091.5451
MEM 12017.765625 1699378091.6452
MEM 12019.410156 1699378091.7457
MEM 12020.984375 1699378091.8463
MEM 12022.671875 1699378091.9468
MEM 12024.128906 1699378092.0473
MEM 12025.656250 1699378092.1478
MEM 12027.269531 1699378092.2484
MEM 12028.937500 1699378092.3490
MEM 12030.539062 1699378092.4499
MEM 12032.011719 1699378092.5505
MEM 12033.570312 1699378092.6510
MEM 12035.089844 1699378092.7516
MEM 12036.738281 1699378092.8521
MEM 12038.359375 1699378092.9524
MEM 12039.742188 1699378093.0532
MEM 12041.480469 1699378093.1533
MEM 12043.113281 1699378093.2538
MEM 12044.753906 1699378093.3541
MEM 12047.023438 1699378093.4547
MEM 12048.578125 1699378093.5553
MEM 12050.589844 1699378093.6558
MEM 12052.015625 1699378093.7565
MEM 12053.625000 1699378093.8570
MEM 12055.234375 1699378093.9576
MEM 12056.796875 1699378094.0588
MEM 12058.484375 1699378094.1593
MEM 12060.230469 1699378094.2608
MEM 12061.796875 1699378094.3613
MEM 12063.046875 1699378094.4619
MEM 12064.671875 1699378094.5624
MEM 12066.359375 1699378094.6639
MEM 12067.625000 1699378094.7644
MEM 12069.296875 1699378094.8650
MEM 12070.859375 1699378094.9655
MEM 12072.628906 1699378095.0661
MEM 12074.367188 1699378095.1666
MEM 12076.015625 1699378095.2672
MEM 12077.671875 1699378095.3678
MEM 12079.335938 1699378095.4683
MEM 12081.011719 1699378095.5689
MEM 12082.859375 1699378095.6711
MEM 12084.484375 1699378095.7716
MEM 12086.183594 1699378095.8722
MEM 12087.910156 1699378095.9728
MEM 12089.503906 1699378096.0735
MEM 12091.152344 1699378096.1740
MEM 12092.835938 1699378096.2745
MEM 12094.472656 1699378096.3749
MEM 12096.109375 1699378096.4754
MEM 12097.742188 1699378096.5760
MEM 12099.359375 1699378096.6765
MEM 12100.984375 1699378096.7771
MEM 12102.671875 1699378096.8776
MEM 12104.296875 1699378096.9781
MEM 12105.812500 1699378097.0788
MEM 12107.449219 1699378097.1795
MEM 12108.949219 1699378097.2800
MEM 12110.546875 1699378097.3805
MEM 12112.171875 1699378097.4810
MEM 12113.562500 1699378097.5815
MEM 12115.046875 1699378097.6819
MEM 12116.417969 1699378097.7825
MEM 12117.792969 1699378097.8829
MEM 12119.316406 1699378097.9835
MEM 12120.859375 1699378098.0841
MEM 12122.351562 1699378098.1845
MEM 12123.812500 1699378098.2849
MEM 12125.375000 1699378098.3855
MEM 12126.921875 1699378098.4859
MEM 12128.394531 1699378098.5866
MEM 12129.988281 1699378098.6872
MEM 12131.390625 1699378098.7874
MEM 12133.011719 1699378098.8880
MEM 12134.601562 1699378098.9885
MEM 12136.179688 1699378099.0889
MEM 12137.734375 1699378099.1894
MEM 12139.273438 1699378099.2900
MEM 12140.789062 1699378099.3905
MEM 12142.316406 1699378099.4909
MEM 12143.921875 1699378099.5918
MEM 12145.332031 1699378099.6923
MEM 12146.800781 1699378099.7925
MEM 12148.421875 1699378099.8930
MEM 12150.046875 1699378099.9936
MEM 12151.468750 1699378100.0941
MEM 12153.035156 1699378100.1946
MEM 12154.750000 1699378100.2948
MEM 12156.347656 1699378100.3953
MEM 12157.925781 1699378100.4957
MEM 12159.546875 1699378100.5964
MEM 12161.156250 1699378100.6971
MEM 12162.484375 1699378100.7977
MEM 12164.023438 1699378100.8982
MEM 12165.554688 1699378100.9987
MEM 12167.097656 1699378101.0993
MEM 12168.671875 1699378101.1998
MEM 12170.144531 1699378101.3003
MEM 12171.664062 1699378101.4005
MEM 12173.324219 1699378101.5011
MEM 12174.898438 1699378101.6016
MEM 12176.363281 1699378101.7026
MEM 12177.933594 1699378101.8031
MEM 12179.488281 1699378101.9037
MEM 12181.046875 1699378102.0042
MEM 12182.554688 1699378102.1047
MEM 12184.132812 1699378102.2053
MEM 12185.750000 1699378102.3059
MEM 12187.335938 1699378102.4065
MEM 12188.921875 1699378102.5070
MEM 12190.109375 1699378102.6073
MEM 12191.628906 1699378102.7078
MEM 12193.144531 1699378102.8084
MEM 12194.683594 1699378102.9089
MEM 12196.296875 1699378103.0095
MEM 12197.921875 1699378103.1103
MEM 12199.546875 1699378103.2108
MEM 12201.164062 1699378103.3114
MEM 12202.765625 1699378103.4120
MEM 12204.324219 1699378103.5125
MEM 12205.910156 1699378103.6131
MEM 12207.519531 1699378103.7136
MEM 12209.117188 1699378103.8142
MEM 12210.765625 1699378103.9144
MEM 12212.277344 1699378104.0150
MEM 12213.843750 1699378104.1156
MEM 12215.421875 1699378104.2161
MEM 12216.953125 1699378104.3167
MEM 12218.437500 1699378104.4172
MEM 12220.011719 1699378104.5175
MEM 12221.605469 1699378104.6185
MEM 12223.199219 1699378104.7191
MEM 12224.734375 1699378104.8201
MEM 12226.269531 1699378104.9207
MEM 12227.941406 1699378105.0212
MEM 12229.531250 1699378105.1217
MEM 12231.199219 1699378105.2222
MEM 12232.832031 1699378105.3225
MEM 12234.460938 1699378105.4231
MEM 12236.023438 1699378105.5235
MEM 12237.578125 1699378105.6241
MEM 12239.082031 1699378105.7246
MEM 12240.484375 1699378105.8251
MEM 12242.109375 1699378105.9254
MEM 12243.734375 1699378106.0259
MEM 12245.238281 1699378106.1265
MEM 12246.734375 1699378106.2269
MEM 12248.296875 1699378106.3271
MEM 12249.839844 1699378106.4275
MEM 12251.238281 1699378106.5280
MEM 12252.859375 1699378106.6285
MEM 12254.320312 1699378106.7288
MEM 12255.773438 1699378106.8293
MEM 12257.359375 1699378106.9295
MEM 12258.679688 1699378107.0302
MEM 12260.382812 1699378107.1307
MEM 12261.937500 1699378107.2309
MEM 12263.386719 1699378107.3314
MEM 12264.800781 1699378107.4319
MEM 12266.355469 1699378107.5325
MEM 12267.886719 1699378107.6328
MEM 12269.359375 1699378107.7330
MEM 12270.761719 1699378107.8333
MEM 12272.320312 1699378107.9340
MEM 12273.890625 1699378108.0344
MEM 12275.484375 1699378108.1348
MEM 12277.109375 1699378108.2354
MEM 12278.644531 1699378108.3360
MEM 12280.183594 1699378108.4367
MEM 12281.765625 1699378108.5370
MEM 12283.359375 1699378108.6374
MEM 12284.894531 1699378108.7380
MEM 12286.335938 1699378108.8385
MEM 12287.984375 1699378108.9390
MEM 12289.632812 1699378109.0397
MEM 12291.289062 1699378109.1402
MEM 12292.914062 1699378109.2408
MEM 12294.421875 1699378109.3413
MEM 12295.859375 1699378109.4419
MEM 12297.359375 1699378109.5424
MEM 12299.046875 1699378109.6426
MEM 12300.332031 1699378109.7432
MEM 12301.691406 1699378109.8440
MEM 12303.265625 1699378109.9442
MEM 12304.828125 1699378110.0450
MEM 12306.421875 1699378110.1453
MEM 12307.859375 1699378110.2458
MEM 12309.445312 1699378110.3462
MEM 12311.000000 1699378110.4467
MEM 12312.429688 1699378110.5469
MEM 12313.859375 1699378110.6475
MEM 12315.402344 1699378110.7485
MEM 12316.832031 1699378110.8490
MEM 12318.437500 1699378110.9496
MEM 12319.945312 1699378111.0503
MEM 12321.476562 1699378111.1510
MEM 12323.132812 1699378111.2517
MEM 12324.675781 1699378111.3521
MEM 12326.242188 1699378111.4526
MEM 12327.773438 1699378111.5531
MEM 12329.355469 1699378111.6537
MEM 12330.843750 1699378111.7543
MEM 12332.269531 1699378111.8550
MEM 12333.890625 1699378111.9555
MEM 12335.429688 1699378112.0559
MEM 12337.019531 1699378112.1565
MEM 12338.679688 1699378112.2570
MEM 12340.234375 1699378112.3576
MEM 12341.785156 1699378112.4583
MEM 12343.351562 1699378112.5588
MEM 12344.968750 1699378112.6595
MEM 12346.484375 1699378112.7599
MEM 12347.941406 1699378112.8604
MEM 12349.535156 1699378112.9609
MEM 12350.921875 1699378113.0614
MEM 12352.382812 1699378113.1619
MEM 12353.792969 1699378113.2623
MEM 12355.285156 1699378113.3628
MEM 12356.734375 1699378113.4634
MEM 12358.195312 1699378113.5639
MEM 12359.671875 1699378113.6643
MEM 12361.140625 1699378113.7648
MEM 12362.554688 1699378113.8655
MEM 12364.171875 1699378113.9659
MEM 12365.726562 1699378114.0665
MEM 12367.324219 1699378114.1670
MEM 12368.929688 1699378114.2675
MEM 12370.546875 1699378114.3681
MEM 12372.187500 1699378114.4687
MEM 12373.773438 1699378114.5694
MEM 12375.417969 1699378114.6696
MEM 12376.984375 1699378114.7701
MEM 12378.171875 1699378114.8707
MEM 12379.656250 1699378114.9713
MEM 12381.273438 1699378115.0716
MEM 12382.796875 1699378115.1721
MEM 12384.238281 1699378115.2732
MEM 12385.500000 1699378115.3740
MEM 12385.890625 1699378115.4750
MEM 12386.859375 1699378115.5753
MEM 12388.410156 1699378115.6764
MEM 12389.968750 1699378115.7770
MEM 12391.046875 1699378115.8776
MEM 12391.968750 1699378115.9782
MEM 12392.792969 1699378116.0787
MEM 12393.921875 1699378116.1799
MEM 12394.335938 1699378116.2809
MEM 12394.824219 1699378116.3815
MEM 12396.664062 1699378116.4821
MEM 12397.878906 1699378116.5826
MEM 12398.296875 1699378116.6837
MEM 12399.296875 1699378116.7842
MEM 12400.785156 1699378116.8848
MEM 12401.824219 1699378116.9853
MEM 12403.000000 1699378117.0864
MEM 12403.972656 1699378117.1866
MEM 12405.601562 1699378117.2871
MEM 12407.218750 1699378117.3882
MEM 12408.839844 1699378117.4887
MEM 12410.437500 1699378117.5893
MEM 12412.046875 1699378117.6899
MEM 12413.734375 1699378117.7904
MEM 12415.230469 1699378117.8909
MEM 12416.847656 1699378117.9913
MEM 12418.394531 1699378118.0919
MEM 12419.945312 1699378118.1923
MEM 12421.546875 1699378118.2928
MEM 12423.003906 1699378118.3934
MEM 12424.796875 1699378118.4940
MEM 12426.761719 1699378118.5947
MEM 12429.371094 1699378118.6952
MEM 12431.046875 1699378118.7956
MEM 12432.464844 1699378118.8963
MEM 12434.042969 1699378118.9968
MEM 12435.625000 1699378119.0974
MEM 12437.253906 1699378119.1979
MEM 12438.914062 1699378119.2986
MEM 12440.566406 1699378119.3988
MEM 12442.257812 1699378119.4995
MEM 12443.859375 1699378119.5998
MEM 12445.421875 1699378119.7005
MEM 12446.824219 1699378119.8011
MEM 12448.375000 1699378119.9018
MEM 12449.972656 1699378120.0023
MEM 12451.671875 1699378120.1025
MEM 12453.132812 1699378120.2029
MEM 12454.636719 1699378120.3035
MEM 12456.085938 1699378120.4040
MEM 12457.621094 1699378120.5045
MEM 12459.179688 1699378120.6050
MEM 12460.734375 1699378120.7058
MEM 12462.234375 1699378120.8064
MEM 12463.671875 1699378120.9070
MEM 12465.167969 1699378121.0075
MEM 12466.601562 1699378121.1081
MEM 12468.109375 1699378121.2091
MEM 12469.605469 1699378121.3094
MEM 12471.125000 1699378121.4099
MEM 12472.671875 1699378121.5102
MEM 12474.214844 1699378121.6108
MEM 12475.835938 1699378121.7115
MEM 12477.445312 1699378121.8120
MEM 12478.886719 1699378121.9125
MEM 12480.484375 1699378122.0131
MEM 12481.988281 1699378122.1136
MEM 12483.421875 1699378122.2140
MEM 12484.933594 1699378122.3145
MEM 12486.457031 1699378122.4150
MEM 12488.011719 1699378122.5155
MEM 12489.613281 1699378122.6161
MEM 12491.296875 1699378122.7167
MEM 12492.921875 1699378122.8172
MEM 12494.484375 1699378122.9177
MEM 12496.070312 1699378123.0183
MEM 12497.718750 1699378123.1188
MEM 12499.371094 1699378123.2193
MEM 12501.109375 1699378123.3198
MEM 12502.609375 1699378123.4207
MEM 12504.050781 1699378123.5212
MEM 12505.597656 1699378123.6220
MEM 12507.007812 1699378123.7225
