CMDLINE python main.py
MEM 137.183594 1699376811.6523
MEM 139.398438 1699376811.7527
MEM 71.960938 1699376811.8533
MEM 48.210938 1699376811.9539
MEM 51.152344 1699376812.0545
MEM 55.054688 1699376812.1550
MEM 59.937500 1699376812.2558
MEM 64.160156 1699376812.3563
MEM 68.460938 1699376812.4569
MEM 76.804688 1699376812.5572
MEM 80.242188 1699376812.6582
MEM 83.398438 1699376812.7588
MEM 86.859375 1699376812.8594
MEM 90.085938 1699376812.9600
MEM 92.558594 1699376813.0608
MEM 95.683594 1699376813.1613
MEM 98.804688 1699376813.2617
MEM 101.695312 1699376813.3623
MEM 114.386719 1699376813.4629
MEM 117.269531 1699376813.5633
MEM 120.207031 1699376813.6638
MEM 122.804688 1699376813.7644
MEM 125.339844 1699376813.8649
MEM 128.039062 1699376813.9655
MEM 129.746094 1699376814.0661
MEM 131.871094 1699376814.1667
MEM 133.992188 1699376814.2673
MEM 135.968750 1699376814.3678
MEM 137.156250 1699376814.4689
MEM 137.800781 1699376814.5705
MEM 138.304688 1699376814.6711
MEM 138.679688 1699376814.7721
MEM 139.382812 1699376814.8727
MEM 46.957031 1699376814.9733
MEM 48.210938 1699376815.0739
MEM 51.132812 1699376815.1744
MEM 54.042969 1699376815.2750
MEM 59.464844 1699376815.3755
MEM 63.742188 1699376815.4758
MEM 67.835938 1699376815.5769
MEM 71.152344 1699376815.6774
MEM 78.429688 1699376815.7780
MEM 79.429688 1699376815.8786
MEM 81.992188 1699376815.9792
MEM 85.386719 1699376816.0797
MEM 87.730469 1699376816.1803
MEM 91.351562 1699376816.2811
MEM 92.421875 1699376816.3827
MEM 93.132812 1699376816.4831
MEM 95.953125 1699376816.5836
MEM 98.941406 1699376816.6838
MEM 101.480469 1699376816.7843
MEM 113.847656 1699376816.8848
MEM 116.562500 1699376816.9854
MEM 118.242188 1699376817.0864
MEM 120.437500 1699376817.1875
MEM 121.507812 1699376817.2886
MEM 122.367188 1699376817.3894
MEM 123.039062 1699376817.4905
MEM 123.972656 1699376817.5911
MEM 126.054688 1699376817.6917
MEM 128.148438 1699376817.7922
MEM 129.679688 1699376817.8926
MEM 132.242188 1699376817.9931
MEM 134.769531 1699376818.0937
MEM 137.277344 1699376818.1942
MEM 139.691406 1699376818.2947
MEM 79.960938 1699376818.3953
MEM 48.050781 1699376818.4964
MEM 48.210938 1699376818.5970
MEM 49.804688 1699376818.6975
MEM 53.320312 1699376818.7981
MEM 59.386719 1699376818.8987
MEM 62.031250 1699376818.9998
MEM 63.437500 1699376819.1014
MEM 64.679688 1699376819.2023
MEM 66.500000 1699376819.3029
MEM 68.695312 1699376819.4040
MEM 70.113281 1699376819.5051
MEM 70.828125 1699376819.6061
MEM 79.023438 1699376819.7072
MEM 81.367188 1699376819.8077
MEM 83.445312 1699376819.9083
MEM 86.535156 1699376820.0086
MEM 89.894531 1699376820.1090
MEM 92.929688 1699376820.2096
MEM 96.597656 1699376820.3101
MEM 99.007812 1699376820.4112
MEM 99.578125 1699376820.5128
MEM 100.640625 1699376820.6133
MEM 102.656250 1699376820.7140
MEM 115.714844 1699376820.8151
MEM 117.996094 1699376820.9156
MEM 120.867188 1699376821.0162
MEM 122.304688 1699376821.1178
MEM 122.859375 1699376821.2184
MEM 123.679688 1699376821.3195
MEM 125.058594 1699376821.4200
MEM 125.652344 1699376821.5206
MEM 127.601562 1699376821.6214
MEM 129.554688 1699376821.7220
MEM 131.593750 1699376821.8226
MEM 133.867188 1699376821.9231
MEM 136.312500 1699376822.0237
MEM 138.242188 1699376822.1243
MEM 140.480469 1699376822.2249
MEM 48.226562 1699376822.3255
MEM 48.371094 1699376822.4261
MEM 52.289062 1699376822.5266
MEM 59.054688 1699376822.6271
MEM 63.054688 1699376822.7274
MEM 67.003906 1699376822.8280
MEM 70.179688 1699376822.9285
MEM 71.179688 1699376823.0296
MEM 77.355469 1699376823.1298
MEM 80.570312 1699376823.2314
MEM 81.710938 1699376823.3325
MEM 83.761719 1699376823.4330
MEM 86.613281 1699376823.5338
MEM 90.054688 1699376823.6342
MEM 92.992188 1699376823.7348
MEM 95.992188 1699376823.8352
MEM 98.679688 1699376823.9354
MEM 101.468750 1699376824.0360
MEM 114.082031 1699376824.1366
MEM 117.121094 1699376824.2368
MEM 119.992188 1699376824.3374
MEM 122.750000 1699376824.4380
MEM 125.500000 1699376824.5386
MEM 128.179688 1699376824.6390
MEM 130.484375 1699376824.7393
MEM 132.792969 1699376824.8399
MEM 134.984375 1699376824.9406
MEM 137.156250 1699376825.0419
MEM 139.261719 1699376825.1422
MEM 94.976562 1699376825.2428
MEM 48.226562 1699376825.3434
MEM 51.699219 1699376825.4439
MEM 58.390625 1699376825.5444
MEM 62.707031 1699376825.6446
MEM 66.457031 1699376825.7450
MEM 70.027344 1699376825.8456
MEM 78.167969 1699376825.9461
MEM 81.398438 1699376826.0466
MEM 84.699219 1699376826.1471
MEM 87.992188 1699376826.2476
MEM 91.554688 1699376826.3482
MEM 94.429688 1699376826.4488
MEM 97.343750 1699376826.5492
MEM 100.179688 1699376826.6496
MEM 103.054688 1699376826.7502
MEM 115.621094 1699376826.8506
MEM 118.273438 1699376826.9511
MEM 120.796875 1699376827.0516
MEM 123.085938 1699376827.1519
MEM 125.757812 1699376827.2525
MEM 128.570312 1699376827.3530
MEM 130.957031 1699376827.4533
MEM 133.257812 1699376827.5540
MEM 135.394531 1699376827.6545
MEM 137.546875 1699376827.7550
MEM 139.640625 1699376827.8556
MEM 79.289062 1699376827.9562
MEM 48.226562 1699376828.0567
MEM 51.546875 1699376828.1573
MEM 58.105469 1699376828.2578
MEM 62.261719 1699376828.3581
MEM 66.160156 1699376828.4585
MEM 69.968750 1699376828.5591
MEM 77.808594 1699376828.6594
MEM 80.882812 1699376828.7600
MEM 84.128906 1699376828.8605
MEM 87.429688 1699376828.9615
MEM 90.468750 1699376829.0620
MEM 93.273438 1699376829.1626
MEM 96.140625 1699376829.2630
MEM 99.101562 1699376829.3635
MEM 101.757812 1699376829.4645
MEM 114.359375 1699376829.5649
MEM 117.273438 1699376829.6651
MEM 120.050781 1699376829.7656
MEM 122.816406 1699376829.8659
MEM 125.226562 1699376829.9664
MEM 127.648438 1699376830.0667
MEM 129.972656 1699376830.1673
MEM 132.316406 1699376830.2683
MEM 134.695312 1699376830.3688
MEM 137.128906 1699376830.4694
MEM 139.015625 1699376830.5700
MEM 137.777344 1699376830.6707
MEM 46.804688 1699376830.7713
MEM 50.898438 1699376830.8714
MEM 57.535156 1699376830.9720
MEM 61.039062 1699376831.0725
MEM 64.894531 1699376831.1731
MEM 68.742188 1699376831.2737
MEM 76.867188 1699376831.3742
MEM 80.007812 1699376831.4749
MEM 83.156250 1699376831.5754
MEM 86.371094 1699376831.6759
MEM 89.320312 1699376831.7763
MEM 92.277344 1699376831.8768
MEM 95.156250 1699376831.9774
MEM 97.742188 1699376832.0778
MEM 100.476562 1699376832.1786
MEM 103.492188 1699376832.2793
MEM 116.265625 1699376832.3798
MEM 119.011719 1699376832.4804
MEM 121.546875 1699376832.5809
MEM 124.363281 1699376832.6812
MEM 127.125000 1699376832.7817
MEM 129.554688 1699376832.8821
MEM 131.742188 1699376832.9826
MEM 133.992188 1699376833.0833
MEM 136.382812 1699376833.1837
MEM 138.527344 1699376833.2844
MEM 140.511719 1699376833.3850
MEM 46.804688 1699376833.4858
MEM 50.015625 1699376833.5863
MEM 54.929688 1699376833.6869
MEM 61.367188 1699376833.7871
MEM 65.179688 1699376833.8877
MEM 68.843750 1699376833.9882
MEM 77.085938 1699376834.0891
MEM 80.609375 1699376834.1901
MEM 84.429688 1699376834.2906
MEM 87.773438 1699376834.3912
MEM 91.355469 1699376834.4917
MEM 94.277344 1699376834.5922
MEM 97.308594 1699376834.6927
MEM 100.339844 1699376834.7932
MEM 103.375000 1699376834.8938
MEM 116.195312 1699376834.9944
MEM 118.964844 1699376835.0949
MEM 121.492188 1699376835.1954
MEM 124.347656 1699376835.2960
MEM 127.167969 1699376835.3966
MEM 128.945312 1699376835.4972
MEM 130.187500 1699376835.5977
MEM 130.929688 1699376835.6983
MEM 132.078125 1699376835.7993
MEM 133.234375 1699376835.8999
MEM 134.535156 1699376836.0009
MEM 136.554688 1699376836.1012
MEM 138.457031 1699376836.2018
MEM 140.585938 1699376836.3023
MEM 47.644531 1699376836.4031
MEM 49.992188 1699376836.5037
MEM 54.464844 1699376836.6042
MEM 60.871094 1699376836.7053
MEM 64.992188 1699376836.8060
MEM 68.746094 1699376836.9065
MEM 75.484375 1699376837.0071
MEM 78.867188 1699376837.1076
MEM 82.566406 1699376837.2078
MEM 86.339844 1699376837.3084
MEM 88.433594 1699376837.4094
MEM 89.558594 1699376837.5100
MEM 91.847656 1699376837.6106
MEM 95.070312 1699376837.7112
MEM 97.828125 1699376837.8117
MEM 98.910156 1699376837.9128
MEM 99.789062 1699376838.0144
MEM 101.726562 1699376838.1145
MEM 114.285156 1699376838.2151
MEM 117.238281 1699376838.3156
MEM 120.054688 1699376838.4162
MEM 122.304688 1699376838.5168
MEM 124.992188 1699376838.6174
MEM 127.667969 1699376838.7181
MEM 128.960938 1699376838.8187
MEM 131.109375 1699376838.9194
MEM 133.171875 1699376839.0199
MEM 134.367188 1699376839.1205
MEM 135.242188 1699376839.2210
MEM 136.039062 1699376839.3221
MEM 136.554688 1699376839.4232
MEM 137.933594 1699376839.5238
MEM 139.621094 1699376839.6244
MEM 47.074219 1699376839.7249
MEM 48.804688 1699376839.8253
MEM 52.148438 1699376839.9257
MEM 58.847656 1699376840.0263
MEM 62.726562 1699376840.1268
MEM 66.574219 1699376840.2273
MEM 70.511719 1699376840.3279
MEM 79.109375 1699376840.4289
MEM 82.527344 1699376840.5294
MEM 86.089844 1699376840.6300
MEM 89.718750 1699376840.7305
MEM 92.929688 1699376840.8309
MEM 96.015625 1699376840.9317
MEM 97.027344 1699376841.0328
MEM 99.472656 1699376841.1333
MEM 102.117188 1699376841.2338
MEM 114.140625 1699376841.3345
MEM 117.238281 1699376841.4350
MEM 119.871094 1699376841.5356
MEM 122.023438 1699376841.6362
MEM 124.410156 1699376841.7373
MEM 126.429688 1699376841.8378
MEM 128.832031 1699376841.9384
MEM 131.191406 1699376842.0390
MEM 133.269531 1699376842.1395
MEM 134.648438 1699376842.2402
MEM 136.476562 1699376842.3410
MEM 138.988281 1699376842.4415
MEM 140.375000 1699376842.5421
MEM 49.804688 1699376842.6426
MEM 51.054688 1699376842.7432
MEM 54.265625 1699376842.8438
MEM 60.457031 1699376842.9443
MEM 63.718750 1699376843.0449
MEM 66.390625 1699376843.1465
MEM 71.117188 1699376843.2476
MEM 80.593750 1699376843.3482
MEM 83.925781 1699376843.4493
MEM 87.394531 1699376843.5498
MEM 90.546875 1699376843.6504
MEM 94.804688 1699376843.7510
MEM 99.523438 1699376843.8516
MEM 103.773438 1699376843.9522
MEM 117.085938 1699376844.0528
MEM 119.679688 1699376844.1534
MEM 121.832031 1699376844.2540
MEM 123.566406 1699376844.3545
MEM 125.722656 1699376844.4555
MEM 129.031250 1699376844.5562
MEM 132.898438 1699376844.6565
MEM 136.769531 1699376844.7571
MEM 140.207031 1699376844.8577
MEM 143.597656 1699376844.9583
MEM 146.492188 1699376845.0594
MEM 148.859375 1699376845.1596
MEM 152.761719 1699376845.2602
MEM 155.808594 1699376845.3607
MEM 157.429688 1699376845.4623
MEM 158.492188 1699376845.5634
MEM 159.679688 1699376845.6637
MEM 161.957031 1699376845.7648
MEM 163.257812 1699376845.8659
MEM 164.246094 1699376845.9665
MEM 165.160156 1699376846.0681
MEM 167.332031 1699376846.1686
MEM 190.371094 1699376846.2692
MEM 193.742188 1699376846.3697
MEM 196.492188 1699376846.4703
MEM 198.242188 1699376846.5714
MEM 201.332031 1699376846.6717
MEM 205.085938 1699376846.7723
MEM 209.207031 1699376846.8728
MEM 212.878906 1699376846.9734
MEM 214.691406 1699376847.0740
MEM 217.390625 1699376847.1745
MEM 220.558594 1699376847.2751
MEM 223.843750 1699376847.3757
MEM 226.066406 1699376847.4764
MEM 228.437500 1699376847.5770
MEM 230.828125 1699376847.6781
MEM 232.367188 1699376847.7787
MEM 235.406250 1699376847.8799
MEM 238.304688 1699376847.9805
MEM 241.246094 1699376848.0811
MEM 244.246094 1699376848.1817
MEM 247.324219 1699376848.2820
MEM 250.539062 1699376848.3825
MEM 253.742188 1699376848.4830
MEM 256.808594 1699376848.5835
MEM 259.929688 1699376848.6840
MEM 262.992188 1699376848.7846
MEM 266.101562 1699376848.8853
MEM 269.054688 1699376848.9856
MEM 272.031250 1699376849.0861
MEM 275.003906 1699376849.1867
MEM 278.304688 1699376849.2870
MEM 281.367188 1699376849.3874
MEM 284.253906 1699376849.4879
MEM 287.316406 1699376849.5886
MEM 290.441406 1699376849.6891
MEM 293.578125 1699376849.7896
MEM 296.675781 1699376849.8903
MEM 379.050781 1699376849.9909
MEM 342.476562 1699376850.0914
MEM 345.535156 1699376850.1920
MEM 348.742188 1699376850.2926
MEM 352.179688 1699376850.3931
MEM 355.417969 1699376850.4935
MEM 358.632812 1699376850.5941
MEM 361.976562 1699376850.6946
MEM 365.292969 1699376850.7952
MEM 368.726562 1699376850.8957
MEM 371.996094 1699376850.9962
MEM 375.582031 1699376851.0967
MEM 378.804688 1699376851.1973
MEM 381.980469 1699376851.2976
MEM 385.429688 1699376851.3982
MEM 387.726562 1699376851.4988
MEM 389.191406 1699376851.6001
MEM 390.117188 1699376851.7007
MEM 391.609375 1699376851.8019
MEM 392.812500 1699376851.9024
MEM 395.957031 1699376852.0030
MEM 398.375000 1699376852.1041
MEM 400.171875 1699376852.2047
MEM 403.667969 1699376852.3052
MEM 406.070312 1699376852.4057
MEM 408.492188 1699376852.5066
MEM 411.550781 1699376852.6071
MEM 414.242188 1699376852.7077
MEM 416.332031 1699376852.8082
MEM 417.617188 1699376852.9103
MEM 418.554688 1699376853.0111
MEM 421.281250 1699376853.1117
MEM 423.804688 1699376853.2123
MEM 426.343750 1699376853.3129
MEM 429.187500 1699376853.4135
MEM 432.035156 1699376853.5142
MEM 434.734375 1699376853.6145
MEM 437.425781 1699376853.7152
MEM 440.117188 1699376853.8158
MEM 442.824219 1699376853.9163
MEM 445.437500 1699376854.0166
MEM 448.183594 1699376854.1172
MEM 450.632812 1699376854.2178
MEM 453.089844 1699376854.3182
MEM 454.871094 1699376854.4183
MEM 457.566406 1699376854.5186
MEM 460.195312 1699376854.6188
MEM 462.996094 1699376854.7190
MEM 465.507812 1699376854.8197
MEM 468.152344 1699376854.9203
MEM 470.792969 1699376855.0208
MEM 473.457031 1699376855.1213
MEM 476.433594 1699376855.2219
MEM 479.382812 1699376855.3225
MEM 482.121094 1699376855.4227
MEM 485.058594 1699376855.5237
MEM 487.214844 1699376855.6241
MEM 490.015625 1699376855.7245
MEM 492.863281 1699376855.8252
MEM 495.769531 1699376855.9257
MEM 498.644531 1699376856.0262
MEM 501.589844 1699376856.1268
MEM 504.359375 1699376856.2272
MEM 507.183594 1699376856.3274
MEM 509.886719 1699376856.4280
MEM 512.703125 1699376856.5284
MEM 515.429688 1699376856.6289
MEM 518.292969 1699376856.7294
MEM 521.179688 1699376856.8299
MEM 523.968750 1699376856.9304
MEM 526.808594 1699376857.0314
MEM 529.441406 1699376857.1319
MEM 532.246094 1699376857.2325
MEM 535.046875 1699376857.3329
MEM 537.746094 1699376857.4332
MEM 540.464844 1699376857.5337
MEM 543.191406 1699376857.6343
MEM 546.046875 1699376857.7353
MEM 548.902344 1699376857.8358
MEM 551.683594 1699376857.9368
MEM 554.480469 1699376858.0373
MEM 557.292969 1699376858.1379
MEM 718.128906 1699376858.2384
MEM 640.226562 1699376858.3389
MEM 643.183594 1699376858.4395
MEM 646.312500 1699376858.5400
MEM 649.371094 1699376858.6403
MEM 652.410156 1699376858.7420
MEM 655.363281 1699376858.8425
MEM 658.210938 1699376858.9429
MEM 661.015625 1699376859.0435
MEM 663.957031 1699376859.1439
MEM 665.953125 1699376859.2444
MEM 668.546875 1699376859.3447
MEM 671.246094 1699376859.4451
MEM 674.371094 1699376859.5456
MEM 676.968750 1699376859.6460
MEM 679.621094 1699376859.7463
MEM 682.332031 1699376859.8469
MEM 685.046875 1699376859.9472
MEM 687.808594 1699376860.0477
MEM 690.414062 1699376860.1480
MEM 693.125000 1699376860.2482
MEM 696.003906 1699376860.3486
MEM 698.906250 1699376860.4491
MEM 701.671875 1699376860.5497
MEM 704.406250 1699376860.6502
MEM 707.203125 1699376860.7510
MEM 710.019531 1699376860.8516
MEM 712.839844 1699376860.9521
MEM 715.761719 1699376861.0529
MEM 718.585938 1699376861.1535
MEM 721.203125 1699376861.2538
MEM 723.980469 1699376861.3544
MEM 725.285156 1699376861.4550
MEM 727.109375 1699376861.5555
MEM 728.605469 1699376861.6566
MEM 729.558594 1699376861.7582
MEM 731.757812 1699376861.8587
MEM 733.949219 1699376861.9593
MEM 736.421875 1699376862.0599
MEM 738.296875 1699376862.1604
MEM 739.593750 1699376862.2612
MEM 742.074219 1699376862.3618
MEM 744.035156 1699376862.4624
MEM 745.605469 1699376862.5629
MEM 747.152344 1699376862.6635
MEM 747.890625 1699376862.7646
MEM 748.511719 1699376862.8651
MEM 749.570312 1699376862.9659
MEM 750.906250 1699376863.0670
MEM 751.796875 1699376863.1691
MEM 753.648438 1699376863.2697
MEM 756.167969 1699376863.3699
MEM 758.296875 1699376863.4705
MEM 759.968750 1699376863.5711
MEM 761.273438 1699376863.6717
MEM 762.757812 1699376863.7724
MEM 764.562500 1699376863.8728
MEM 766.246094 1699376863.9735
MEM 767.550781 1699376864.0743
MEM 768.554688 1699376864.1751
MEM 770.171875 1699376864.2760
MEM 772.515625 1699376864.3766
MEM 774.925781 1699376864.4772
MEM 776.546875 1699376864.5777
MEM 778.027344 1699376864.6782
MEM 779.531250 1699376864.7787
MEM 780.332031 1699376864.8798
MEM 780.910156 1699376864.9809
MEM 781.464844 1699376865.0820
MEM 782.054688 1699376865.1830
MEM 782.691406 1699376865.2837
MEM 784.824219 1699376865.3841
MEM 787.058594 1699376865.4847
MEM 789.085938 1699376865.5853
MEM 791.046875 1699376865.6859
MEM 792.738281 1699376865.7867
MEM 794.539062 1699376865.8873
MEM 796.710938 1699376865.9881
MEM 797.859375 1699376866.0887
MEM 799.667969 1699376866.1893
MEM 800.773438 1699376866.2902
MEM 802.984375 1699376866.3908
MEM 805.082031 1699376866.4913
MEM 807.089844 1699376866.5918
MEM 809.199219 1699376866.6923
MEM 811.566406 1699376866.7928
MEM 813.554688 1699376866.8933
MEM 815.589844 1699376866.9935
MEM 818.109375 1699376867.0941
MEM 820.367188 1699376867.1947
MEM 822.546875 1699376867.2957
MEM 824.796875 1699376867.3961
MEM 827.109375 1699376867.4964
MEM 829.562500 1699376867.5968
MEM 831.855469 1699376867.6974
MEM 833.972656 1699376867.7977
MEM 836.363281 1699376867.8984
MEM 838.718750 1699376867.9990
MEM 840.937500 1699376868.0995
MEM 843.085938 1699376868.1998
MEM 845.367188 1699376868.3003
MEM 847.714844 1699376868.4007
MEM 850.011719 1699376868.5013
MEM 852.171875 1699376868.6017
MEM 854.421875 1699376868.7023
MEM 856.535156 1699376868.8028
MEM 858.695312 1699376868.9032
MEM 860.734375 1699376869.0036
MEM 862.843750 1699376869.1038
MEM 865.140625 1699376869.2042
MEM 867.171875 1699376869.3046
MEM 869.671875 1699376869.4053
MEM 871.734375 1699376869.5058
MEM 874.105469 1699376869.6064
MEM 876.441406 1699376869.7068
MEM 878.613281 1699376869.8072
MEM 880.871094 1699376869.9075
MEM 883.250000 1699376870.0081
MEM 885.679688 1699376870.1086
MEM 887.847656 1699376870.2091
MEM 890.218750 1699376870.3096
MEM 892.574219 1699376870.4102
MEM 895.007812 1699376870.5105
MEM 897.343750 1699376870.6111
MEM 899.246094 1699376870.7116
MEM 901.457031 1699376870.8121
MEM 903.808594 1699376870.9127
MEM 906.058594 1699376871.0132
MEM 908.484375 1699376871.1137
MEM 910.867188 1699376871.2143
MEM 913.171875 1699376871.3148
MEM 915.359375 1699376871.4154
MEM 917.480469 1699376871.5160
MEM 919.921875 1699376871.6173
MEM 922.234375 1699376871.7176
MEM 924.546875 1699376871.8178
MEM 926.679688 1699376871.9181
MEM 928.812500 1699376872.0186
MEM 931.226562 1699376872.1191
MEM 933.523438 1699376872.2197
MEM 935.531250 1699376872.3201
MEM 937.988281 1699376872.4207
MEM 940.167969 1699376872.5211
MEM 942.324219 1699376872.6220
MEM 944.687500 1699376872.7225
MEM 947.011719 1699376872.8230
MEM 949.421875 1699376872.9235
MEM 951.796875 1699376873.0240
MEM 953.992188 1699376873.1244
MEM 956.203125 1699376873.2250
MEM 958.234375 1699376873.3255
MEM 959.855469 1699376873.4257
MEM 961.019531 1699376873.5267
MEM 963.234375 1699376873.6270
MEM 965.351562 1699376873.7276
MEM 967.296875 1699376873.8279
MEM 969.582031 1699376873.9284
MEM 971.859375 1699376874.0290
MEM 974.171875 1699376874.1297
MEM 976.273438 1699376874.2302
MEM 978.386719 1699376874.3307
MEM 980.304688 1699376874.4313
MEM 982.628906 1699376874.5318
MEM 984.726562 1699376874.6329
MEM 987.003906 1699376874.7335
MEM 989.265625 1699376874.8340
MEM 991.441406 1699376874.9342
MEM 993.617188 1699376875.0348
MEM 995.878906 1699376875.1355
MEM 998.148438 1699376875.2361
MEM 1000.332031 1699376875.3367
MEM 1002.523438 1699376875.4370
MEM 1004.742188 1699376875.5375
MEM 1007.132812 1699376875.6377
MEM 1009.578125 1699376875.7381
MEM 1012.011719 1699376875.8387
MEM 1014.855469 1699376875.9392
MEM 1017.105469 1699376876.0395
MEM 1019.441406 1699376876.1403
MEM 1021.621094 1699376876.2411
MEM 1023.460938 1699376876.3415
